Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,150.029999,150.449997,148.270004,149.119995,996600,149.119995
2016-12-12,149.860001,150.389999,148.970001,149.639999,802800,149.639999
2016-12-09,148.839996,149.699997,147.970001,149.550003,669800,149.550003
2016-12-08,148.610001,149.149994,148.089996,149.059998,836300,149.059998
2016-12-07,146.809998,148.589996,145.889999,148.539993,1140100,148.539993
2016-12-06,147.190002,147.50,146.020004,146.570007,861100,146.570007
2016-12-05,146.210007,147.850006,145.759995,147.330002,1781900,147.330002
2016-12-02,144.00,145.059998,143.449997,144.550003,1301700,144.550003
2016-12-01,144.419998,145.369995,143.789993,144.070007,1355400,144.070007
2016-11-30,143.649994,145.259995,142.899994,144.460007,2680900,144.460007
2016-11-29,140.970001,144.169998,140.529999,143.470001,2053400,143.470001
2016-11-28,141.429993,142.389999,140.759995,141.779999,1446600,141.779999
2016-11-25,141.00,141.539993,140.720001,141.539993,283600,141.539993
2016-11-23,139.369995,140.789993,139.369995,140.75,672400,140.75
2016-11-22,140.240005,140.880005,138.779999,139.710007,1369900,139.710007
2016-11-21,142.800003,142.800003,139.009995,139.740005,1231100,139.740005
2016-11-18,138.00,138.529999,137.600006,137.960007,1557800,137.960007
2016-11-17,138.929993,139.339996,137.889999,138.00,1157700,138.00
2016-11-16,138.080002,138.789993,137.429993,138.740005,935200,138.740005
2016-11-15,137.789993,138.350006,136.860001,138.139999,724100,138.139999
2016-11-14,138.550003,139.190002,137.880005,137.979996,1294400,137.979996
2016-11-11,140.080002,141.139999,138.160004,138.539993,1641900,138.539993
2016-11-10,138.110001,141.00,137.889999,139.979996,1994900,139.979996
2016-11-09,134.979996,137.919998,134.179993,137.220001,2376000,137.220001
2016-11-08,136.880005,137.880005,136.380005,136.929993,1505500,136.929993
2016-11-07,135.350006,137.259995,134.839996,137.080002,2233500,137.080002
2016-11-04,132.990005,134.059998,132.070007,133.369995,1147200,133.369995
2016-11-03,134.00,134.720001,133.050003,133.089996,1375700,133.089996
2016-11-02,132.330002,133.869995,131.800003,133.550003,2102300,133.550003
2016-11-01,133.740005,134.509995,131.119995,132.259995,1695600,132.259995
2016-10-31,134.259995,134.490005,133.380005,133.419998,1624800,133.419998
2016-10-28,133.399994,135.139999,132.669998,133.809998,2100600,133.809998
2016-10-27,133.50,135.050003,129.00,133.399994,3602800,133.399994
2016-10-26,132.779999,133.050003,131.75,132.979996,2757600,132.979996
2016-10-25,135.389999,135.389999,133.479996,133.509995,1510100,133.509995
2016-10-24,135.080002,136.070007,134.449997,134.809998,884300,134.809998
2016-10-21,133.350006,134.639999,132.770004,134.440002,999600,134.440002
2016-10-20,133.679993,134.770004,133.210007,134.389999,1184400,134.389999
2016-10-19,134.229996,134.380005,133.220001,133.910004,850700,133.910004
2016-10-18,133.910004,134.520004,133.460007,133.820007,905200,133.820007
2016-10-17,132.649994,133.229996,132.179993,132.279999,797400,132.279999
2016-10-14,133.270004,133.270004,132.00,132.649994,1193700,132.649994
2016-10-13,131.339996,132.559998,129.899994,132.259995,1484300,132.259995
