Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,51.830002,53.220001,51.830002,52.299999,11321800,52.299999
2016-12-12,51.50,51.900002,50.939999,51.540001,11452800,51.540001
2016-12-09,51.759998,51.970001,51.50,51.720001,5860000,51.720001
2016-12-08,52.150002,52.470001,51.450001,51.549999,9242500,51.549999
2016-12-07,50.790001,52.25,50.599998,52.099998,10244200,52.099998
2016-12-06,50.830002,51.099998,50.259998,50.57,12411900,50.57
2016-12-05,50.799999,52.27,50.700001,51.849998,11995300,51.849998
2016-12-02,50.259998,50.68,50.110001,50.459999,6730200,50.459999
2016-12-01,50.110001,51.25,50.060001,50.650002,7610100,50.650002
2016-11-30,50.52,50.810001,50.07,50.07,8198400,49.889998
2016-11-29,51.200001,51.369999,50.57,50.630001,6065700,50.447986
2016-11-28,51.439999,51.439999,50.610001,51.009998,8602100,50.826618
2016-11-25,51.68,51.740002,51.349998,51.52,2736800,51.334786
2016-11-23,51.709999,51.849998,51.200001,51.34,4141600,51.155433
2016-11-22,51.470001,51.75,51.049999,51.709999,5228100,51.524102
2016-11-21,51.00,51.419998,50.950001,51.279999,5357200,51.095647
2016-11-18,51.389999,51.889999,50.959999,51.099998,7461600,50.916294
2016-11-17,50.939999,51.669998,50.720001,51.59,7671600,51.404534
2016-11-16,50.00,50.799999,49.950001,50.68,6760300,50.497806
2016-11-15,50.459999,50.639999,49.75,50.130001,9299800,49.949784
2016-11-14,51.18,51.189999,50.209999,50.209999,8063900,50.029494
2016-11-11,50.220001,50.849998,50.18,50.77,6283600,50.587483
2016-11-10,51.290001,51.369999,50.330002,50.389999,12316100,50.208848
2016-11-09,50.07,51.27,49.799999,51.119999,9058600,50.936223
2016-11-08,51.099998,51.490002,50.950001,51.080002,8107100,50.89637
2016-11-07,50.48,50.93,50.279999,50.91,8358700,50.726979
2016-11-04,49.799999,50.450001,49.759998,49.959999,9925200,49.780393
2016-11-03,49.98,50.00,49.310001,49.73,7678700,49.55122
2016-11-02,49.240002,50.27,49.009998,49.720001,10775900,49.541258
2016-11-01,50.50,50.509998,49.139999,49.619999,14100400,49.441615
2016-10-31,50.880001,51.150002,50.00,50.18,17931300,49.999603
2016-10-28,52.119999,52.50,51.790001,52.02,9096700,51.832989
2016-10-27,52.34,52.34,51.689999,51.889999,7939200,51.703455
2016-10-26,50.950001,52.27,50.900002,51.970001,12401100,51.783169
2016-10-25,50.970001,51.439999,50.709999,51.049999,14975300,50.866475
2016-10-24,52.16,52.290001,51.830002,51.869999,7578200,51.683527
2016-10-21,51.740002,51.869999,51.25,51.77,9161000,51.583888
2016-10-20,51.77,52.360001,51.689999,51.889999,6590500,51.703455
2016-10-19,51.34,51.84,51.139999,51.799999,6999000,51.613779
2016-10-18,51.299999,51.66,51.189999,51.220001,6805200,51.035866
2016-10-17,51.650002,51.75,50.959999,51.029999,7904000,50.846546
2016-10-14,52.380001,52.50,51.619999,51.619999,7133800,51.434425
2016-10-13,52.119999,52.32,51.50,52.029999,8425800,51.842951
