Date,Open,High,Low,Close,Volume,Adj Close
2016-12-13,91.889999,93.220001,91.169998,92.580002,18159000,92.580002
2016-12-12,90.139999,91.50,90.139999,90.980003,15486300,90.980003
2016-12-09,88.639999,89.00,88.18,89.00,7990300,89.00
2016-12-08,88.050003,88.849998,87.650002,88.32,9002500,88.32
2016-12-07,87.629997,88.150002,87.199997,88.07,10682100,88.07
2016-12-06,87.269997,87.870003,86.699997,87.559998,11073600,87.559998
2016-12-05,87.389999,87.82,86.919998,87.480003,11675800,87.480003
2016-12-02,87.190002,87.989998,86.599998,87.040001,9601800,87.040001
2016-12-01,87.980003,88.50,87.239998,87.239998,12899900,87.239998
2016-11-30,87.599998,88.190002,87.199997,87.300003,22371100,87.300003
2016-11-29,85.419998,86.080002,85.080002,85.900002,9150300,85.900002
2016-11-28,86.949997,87.129997,86.370003,86.470001,7208600,86.470001
2016-11-25,86.709999,87.139999,86.540001,87.120003,5042300,87.120003
2016-11-23,86.540001,87.080002,86.309998,86.919998,5996300,86.919998
2016-11-22,86.690002,87.239998,85.970001,86.68,9275500,86.68
2016-11-21,86.440002,86.690002,86.139999,86.489998,8684600,86.489998
2016-11-18,85.209999,85.650002,84.830002,85.279999,8305400,85.279999
2016-11-17,86.440002,86.879997,85.019997,85.230003,8147600,85.230003
2016-11-16,86.739998,86.779999,85.580002,85.75,8119400,85.75
2016-11-15,85.769997,87.059998,85.769997,86.82,12806500,86.82
2016-11-14,85.300003,85.650002,84.330002,85.279999,12553200,85.279999
2016-11-11,86.529999,86.730003,84.889999,85.669998,13711000,85.669998
2016-11-10,85.910004,87.989998,85.660004,87.050003,14106100,87.050003
2016-11-09,84.050003,86.709999,83.660004,86.25,15800200,86.25
2016-11-08,84.730003,85.830002,84.489998,85.309998,9735200,85.309998
2016-11-07,84.489998,85.470001,84.400002,85.449997,13576200,84.699995
2016-11-04,83.629997,84.330002,82.760002,83.57,13877100,82.836499
2016-11-03,83.68,83.879997,83.050003,83.660004,8836500,82.925713
2016-11-02,83.300003,83.879997,82.940002,83.449997,11226100,82.717549
2016-11-01,83.50,83.919998,83.269997,83.650002,13050600,82.915799
2016-10-31,83.879997,84.400002,82.989998,83.32,16663800,82.588693
2016-10-28,85.279999,86.360001,84.139999,84.779999,19072200,84.035878
2016-10-27,87.279999,87.660004,86.800003,86.919998,9071100,86.157094
2016-10-26,86.25,87.449997,85.949997,87.089996,8488100,86.3256
2016-10-25,86.669998,87.650002,86.599998,86.720001,6835900,85.958853
2016-10-24,86.739998,87.32,86.07,86.910004,8354900,86.147187
2016-10-21,86.419998,86.82,85.699997,86.620003,10736200,85.859732
2016-10-20,86.790001,87.50,86.599998,87.209999,6866900,86.44455
2016-10-19,87.190002,87.849998,86.879997,87.169998,9373400,86.4049
2016-10-18,87.169998,87.330002,86.379997,86.769997,5429300,86.008409
2016-10-17,86.480003,86.790001,86.07,86.540001,7263100,85.780432
2016-10-14,87.190002,87.540001,86.480003,86.540001,7991700,85.780432
2016-10-13,86.349998,86.870003,85.43,86.559998,9890300,85.800253
